accession,symbol,mito_pathways,description,coverage_percent,abundance_raw_wt_spf_1,abundance_raw_wt_spf_2,abundance_raw_aso_spf_1,abundance_raw_aso_spf_2,abundance_raw_aso_spf_3,abundance_raw_wt_spf_3,abundance_raw_aso_spf_4,abundance_raw_wt_spf_4,abundance_raw_wt_gf_1,abundance_raw_wt_gf_2,abundance_raw_wt_gf_3,abundance_raw_wt_gf_4,abundance_raw_aso_gf_1,abundance_raw_aso_gf_2,abundance_raw_aso_gf_3,abundance_raw_aso_gf_4,abundance_norm_wt_spf_1,abundance_norm_wt_spf_2,abundance_norm_aso_spf_1,abundance_norm_aso_spf_2,abundance_norm_aso_spf_3,abundance_norm_wt_spf_3,abundance_norm_aso_spf_4,abundance_norm_wt_spf_4,abundance_norm_wt_gf_1,abundance_norm_wt_gf_2,abundance_norm_wt_gf_3,abundance_norm_wt_gf_4,abundance_norm_aso_gf_1,abundance_norm_aso_gf_2,abundance_norm_aso_gf_3,abundance_norm_aso_gf_4,abundance_scaled_wt_spf_1,abundance_scaled_wt_spf_2,abundance_scaled_aso_spf_1,abundance_scaled_aso_spf_2,abundance_scaled_aso_spf_3,abundance_scaled_wt_spf_3,abundance_scaled_aso_spf_4,abundance_scaled_wt_spf_4,abundance_scaled_wt_gf_1,abundance_scaled_wt_gf_2,abundance_scaled_wt_gf_3,abundance_scaled_wt_gf_4,abundance_scaled_aso_gf_1,abundance_scaled_aso_gf_2,abundance_scaled_aso_gf_3,abundance_scaled_aso_gf_4,exp_q-value_combined,sum_pep_score,num_peptides,num_psms,num_unique_peptides,num_aas,mw_kda,calc_pi,biological_process,cellular_component,molecular_function,entrez_gene_id,ensembl_gene_id,gene_symbol,reactome_pathways,wikipathways
Q9D8E6,,,60S ribosomal protein L4 OS=Mus musculus OX=10090 GN=Rpl4 PE=1 SV=3,28,5334865.844,7014212.922,6136307.391,8211356.25,10038588.22,13256364.78,16300281.19,13253087.81,14396845.13,14256722.72,17159453.03,13047427.16,15258685.56,14276307.22,11913041.19,9436792.094,9464798.839,14844018.5,8548933.145,10402966.35,14622375.61,13197946.85,14965564.57,11764190.54,12909081.22,15538809.96,13044854.06,13121955.41,13473263.27,12288378.11,11254059.43,11174012.76,4.717886996,7.399248844,4.26135845,5.185532256,7.288767241,6.578736947,7.459835511,5.864057176,6.434747051,7.745579243,6.502425291,6.540857746,6.715973013,6.12534722,5.609773808,5.569873207,0,91.359,10,100,10,419,47.1,11,cell organization and biogenesis;protein metabolism;other metabolic processes;developmental processes,cytosol;cytoskeleton;ER/Golgi;translational apparatus;nucleus;other cell component,nucleic acid binding activity;other molecular function,67891,ENSMUSG00000032399,Rpl4,L13a-mediated translational silencing of Ceruloplasmin expression; SRP-dependent cotranslational protein targeting to membrane; Major pathway of rRNA processing in the nucleolus and cytosol; Formation of a pool of free 40S subunits; GTP hydrolysis and joining of the 60S ribosomal subunit; Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC); Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC),Cytoplasmic Ribosomal Proteins; TNF-alpha NF-kB Signaling Pathway
O88952,,,Protein lin-7 homolog C OS=Mus musculus OX=10090 GN=Lin7c PE=1 SV=2,39,8342672,6570106.75,8027857.875,6769956.75,6459813.281,8654743.688,6965658.875,8615214.563,7925793.063,5579747.563,6435041.438,8887799.25,6002182.813,7416755.625,7571487,5394726.063,7836412.703,6503017.661,7413242.187,8287702.906,6751294.241,6630297.711,6526125.553,6730466.394,6765483.435,6615607.22,6949575.349,6386905.428,6633726.042,6373138.357,7644898.731,6847800.988,7.066471525,5.864084865,6.684878248,7.473421681,6.087967839,5.978859429,5.884922367,6.069186365,6.10076292,5.965612304,6.266767484,5.759380861,5.98195092,5.746966428,6.893774134,6.174992631,0,91.251,8,79,4,197,21.8,8.43,cell-cell signaling;transport;other biological processes,plasma membrane;other membranes;other cell component,cytoskeletal activity;other molecular function,22343,ENSMUSG00000027162,Lin7c,Dopamine Neurotransmitter Release Cycle,
P09041,,,Phosphoglycerate kinase 2 OS=Mus musculus OX=10090 GN=Pgk2 PE=1 SV=4,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,91.227,7,106,1,417,44.8,6.8,other metabolic processes;other biological processes,cytosol;cytoskeleton;other cell component,kinase activity;other molecular function,18663,ENSMUSG00000031233,Pgk2,Gluconeogenesis; Glycolysis,Glycolysis and Gluconeogenesis
E9Q4K3,,,Branched-chain-amino-acid aminotransferase OS=Mus musculus OX=10090 GN=Bcat1 PE=1 SV=1,22,16537179.44,11766918.19,12597210.5,13526508.05,12482711.48,19378804.69,13718566.41,15455484.58,17010903.09,12510003.92,13453437.73,15346890.91,11723653.41,14435261.17,13010185.72,9753864.109,19692404.89,12192187.02,13382807.42,13904150.06,14481508.33,16909736.47,10340042.61,15051516.76,11607761.35,10404294.43,10341017.57,13552232.22,10167564.71,12675383.84,13155207.54,14729284.43,9.263217252,5.735149046,6.29521144,6.540448638,6.812035327,7.954262747,4.863908784,7.080164687,5.460237883,4.894132543,4.864367401,6.374908093,4.782775967,5.962442624,6.188149496,6.928588073,0,91.138,7,78,7,393,43.5,5.74,other metabolic processes,,other molecular function,,ENSMUSG00000030268,Bcat1,,One carbon metabolism and related pathways
Q9CZC8,,,Secernin-1 OS=Mus musculus OX=10090 GN=Scrn1 PE=1 SV=1,22,10516377.8,6747578.969,6545583.719,7681146.375,3750947.91,14930741.03,10640813.66,9968960.266,43374161.81,38792813.52,45286053.98,56136162.31,42212199.02,47499771.7,48659303.77,37944309.41,19359416.27,10803460.77,11577731.68,11611290.96,11263148.12,18828575.8,17184639.52,13755395.24,25577970.6,30759402.77,27943776.89,31498200.91,32080271.31,29549458.12,35493468.22,25619906.62,5.485712916,3.061284672,3.280683227,3.290192635,3.191542362,5.335293174,4.86946495,3.897749204,7.247811698,8.716030006,7.918190079,8.925376941,9.090313274,8.373178295,10.05748181,7.259694751,0,91.071,9,99,8,414,46.3,4.79,protein metabolism;other metabolic processes;transport,other membranes;nucleus;other cell component,other molecular function,69938,ENSMUSG00000019124,Scrn1,,
Q9D3A9,,,Protein tweety homolog 1 OS=Mus musculus OX=10090 GN=Ttyh1 PE=1 SV=1,17,26132213.8,30234506.69,27624638.7,23250986.27,24549657.33,25285392.31,20777748.75,28040135.44,23328241.59,22838073.02,26933816.73,22336029.34,18148315.31,20494811.11,21570015.44,17092584.31,21485057.13,26361379.24,22683807.59,22347480.58,20791904.54,24618844.62,20471632,25340601.59,23344013.25,24945299.34,22022551.61,24181181.26,20031969.26,18398223.13,25093935.64,23019260.78,5.884106185,7.219583065,6.212407616,6.120297838,5.694272693,6.742355629,5.606559746,6.940022995,6.393217942,6.831761688,6.031309639,6.622492895,5.486149445,5.038715879,6.872468665,6.304278081,0,90.975,6,107,6,450,49,5.03,cell adhesion;cell cycle OR cell proliferation;cell organization and biogenesis;transport,plasma membrane;other membranes;ER/Golgi;other cell component,transporter activity;other molecular function,57776,ENSMUSG00000030428,Ttyh1,Stimuli-sensing channels,
E9Q8P8,,,Protein FAM131B OS=Mus musculus OX=10090 GN=Fam131b PE=1 SV=1,23,13064020,13783121.84,11635881.56,17464402.02,12402087.55,11222194.25,11251267,15184264.13,11292750.56,13509388.66,13013872.44,13568010.09,10000229.31,14491996.84,12484272.58,10675673.78,14944607.92,11638983.48,12829239.17,11933990.3,12808623.65,12001311.25,10844889.6,15516220.88,11162110.01,12937988.86,10208814.11,11709959.73,10238972.86,11985031.32,13492148.96,12503971.6,7.595469679,5.915414213,6.520351528,6.065348914,6.509873865,6.099564216,5.511822762,7.885987097,5.673047334,6.57562263,5.188542815,5.951487287,5.20387074,6.091290078,6.857269783,6.355037057,0,90.924,7,64,7,360,38.9,4.48,,cytosol;nucleus,,76156,ENSMUSG00000029861,Fam131b,,
E9Q6A0,,,Roundabout homolog 2 OS=Mus musculus OX=10090 GN=Robo2 PE=1 SV=1,9,476470.0625,2578955.359,2420274.078,1976134.859,1739842.094,1794087.734,1864225.453,2615671.438,1263844.359,2492604.813,2952547.234,1442317.328,2003552.609,1611703.172,1950830.031,1184290.516,1118521.726,2244402.049,2106199.332,1930936.976,2436023.929,1667835.201,1742179.566,2077418.825,1721927.279,2068892.288,2409395.84,1775682.96,2280158.553,1557480.103,1743421.283,1426042.72,3.690696841,7.405674259,6.949657786,6.371358583,8.037953678,5.503222662,5.748530826,6.854693047,5.681705971,6.826558713,7.950091099,5.859079302,7.52365714,5.139092754,5.752628023,4.705399316,0,90.876,8,52,7,1377,150.7,6.3,,other membranes,,,ENSMUSG00000052516,Robo2,,GDNF/RET signalling axis
Q8CI32,,,BAG family molecular chaperone regulator 5 OS=Mus musculus OX=10090 GN=Bag5 PE=1 SV=1,26,1003145.711,1443065.109,1569761.594,1558771.117,1176333.926,1817038.969,645867.3438,1030297.125,4628344.781,2616847.984,4105320.188,5335080.781,3694119.516,5366456.625,5051424.953,3185394.039,1924018.586,2055744.317,2081032.975,2227684.066,2614425.597,2378608.046,1303412.063,1654931.433,2655236.737,2364081.024,2656380.838,3184942.595,2773475.261,2739988.74,3288096.379,2974503.594,4.949045067,5.287875774,5.35292437,5.730146745,6.724940286,6.118360031,3.352693725,4.25688728,6.829916493,6.080992987,6.832859399,8.192449153,7.134054813,7.047919315,8.457785845,7.651148717,0,90.867,9,28,9,447,50.9,6.05,cell organization and biogenesis;other biological processes,other membranes;cytosol;mitochondrion;nucleus;other cell component,enzyme regulator activity;other molecular function,70369,ENSMUSG00000049792,Bag5,Regulation of HSF1-mediated heat shock response,
F6ZYH6,,,Gamma-aminobutyric acid receptor subunit beta-3 OS=Mus musculus OX=10090 GN=Gabrb3 PE=1 SV=1,22,2000409.938,4185304.188,3521675.406,3320096.781,3185607.875,3391138.5,4020697.875,3578564.094,2799241.406,2757376.375,3486500.5,2751967.094,3045990,3265524.188,2662463.313,2213426.688,2926317.172,3308134.868,2899030.32,5904216.747,2748618.879,3149257.108,3030321.478,4211498.165,3175413.617,3201942.267,2583497.622,2526901.953,3263518.502,2839449.738,3007851.845,2799384.714,5.673867243,6.414177602,5.620960476,11.44774815,5.329326146,6.106127836,5.875522288,8.165718231,6.156842968,6.208279647,5.0091708,4.899436859,6.327670458,5.505439058,5.83195568,5.42775656,0,90.72,7,70,4,495,56.9,8.6,transport,plasma membrane;other membranes,transporter activity;other molecular function,,ENSMUSG00000033676,Gabrb3,,
Q3UHD6,,,Sorting nexin-27 OS=Mus musculus OX=10090 GN=Snx27 PE=1 SV=2,21,17296822.44,7507126.344,6889380.422,8114856.004,5909493.328,8054709.094,8509321.75,10540904.88,12874829.84,11181622.8,13320174.06,13205400.18,10063771.56,11059798.84,11019657.97,8768025,13365157.1,12924199.86,7877873.865,8581861.515,6121220.617,9033229.918,9581781.819,10297075.22,9974549.249,10789285.76,10079334.23,8021422.146,10646533.44,9654640.845,10604255.99,10262937.36,8.468857015,8.189443633,4.991829641,5.437912743,3.878722995,5.723923184,6.071514131,6.524761146,6.320391954,6.836651283,6.386789152,5.08278928,6.746196006,6.11768139,6.719406822,6.503129625,0,90.684,10,80,10,539,61,6.4,transport;signal transduction;other biological processes,plasma membrane;other membranes;cytosol;nucleus;other cytoplasmic organelle;other cell component,signal transduction activity or receptor binding;other molecular function,76742,ENSMUSG00000028136,Snx27,,
P97467,,,Peptidyl-glycine alpha-amidating monooxygenase OS=Mus musculus OX=10090 GN=Pam PE=1 SV=2,15,1298538.457,554371.5625,1887519.125,2868437.891,839308.5547,4466325.797,3683953.375,2624052.414,4204946.922,838487.3438,1659389.734,11376285.95,4086631.25,4495103.5,4749599.781,1386079.047,2077804.869,2383417.733,2058412.169,4824764.427,1665720.026,3800715.732,2959396.366,2321327.552,3223132.452,1584995.968,1801115.993,5420387.446,3282211.325,2783422.767,3332583.578,2271156.659,4.537626619,5.205041104,4.495275755,10.53659072,3.637692664,8.300215834,6.462895493,5.06944509,7.038857126,3.461402947,3.933377957,11.83734562,7.167876877,6.078594495,7.277882623,4.959879083,0,90.304,11,36,11,979,108.9,6.55,protein metabolism;other metabolic processes;other biological processes,non-structural extracellular;plasma membrane;other membranes;cytosol;ER/Golgi;other cell component,other molecular function,18484,ENSMUSG00000026335,Pam,,
O35685,,,Nuclear migration protein nudC OS=Mus musculus OX=10090 GN=Nudc PE=1 SV=1,35,25881334.77,30096874.77,32193439.73,33782162.56,26731738.66,26956966.28,30364392.05,32763654,36989101.69,35229847.53,37744758.56,35636503.84,32390815.84,38661253.83,35984506.41,26409691.22,31760800.28,31676441.12,28439513.51,31021384.2,42155748.14,26462905.82,30640087.82,31382517.42,34601953.84,29989642.1,33710519.42,30039925.64,35260611.74,30678413.83,33032262.43,30699648.02,6.208709374,6.192218557,5.559452927,6.0641658,8.240749173,5.173058928,5.989628687,6.134761352,6.764107745,5.862477342,6.58984711,5.872306941,6.892864434,5.997120786,6.457259125,6.001271717,0,90.149,11,79,11,332,38.3,5.26,cell cycle OR cell proliferation;transport;other biological processes,cytosol;cytoskeleton;ER/Golgi;nucleus;other cell component,other molecular function,18221,ENSMUSG00000028851,Nudc,Separation of Sister Chromatids; Amplification  of signal from unattached  kinetochores via a MAD2  inhibitory signal; Resolution of Sister Chromatid Cohesion; RHO GTPases Activate Formins; EML4 and NUDC in mitotic spindle formation; RND2 GTPase cycle,
D3YXA6,,,Tripartite motif-containing protein 46 OS=Mus musculus OX=10090 GN=Trim46 PE=1 SV=1,20,1847914.031,6759374.438,3146465.438,4191358.375,5997993.813,4014688.391,1816993.281,4770401.453,1008957.703,1817733.656,1169230.281,986257.0391,3536872.406,3092704.297,1214054.836,1956952.344,2621845.713,4195574.764,1998610.344,3008831.032,3747544.729,3256280.245,2349947.618,3169617.568,1434421.43,2072779.344,1588703.608,1577115.548,2864826.373,1970820.288,1599764.081,2447107.454,6.570417758,10.51422622,5.008572714,7.540213653,9.391450576,8.160328214,5.889033623,7.943149151,3.594699714,5.194442275,3.981335112,3.952295113,7.179334,4.938930064,4.009052963,6.132518855,0,90.117,10,43,10,736,80.9,7.87,,cytoskeleton;other cell component,other molecular function,360213,ENSMUSG00000042766,Trim46,,
D3Z2W1,,,Diacylglycerol kinase OS=Mus musculus OX=10090 GN=Dgki PE=1 SV=1,14,1850153.219,2714601.906,2276820.461,2523687.664,2202382.883,2956639.781,2841257.688,2683002.633,4478343.516,6177872.156,6258451.734,5139826.688,5417703.172,5638061.313,5205759.828,4357399.68,2760286.081,1767234.396,3353139.156,2992820.962,2858511.029,3581279.676,3663684.506,3175863.29,4106790.702,4263929.427,4281919.446,4317764.813,4549285.69,3586149.9,3962838.641,4310158.437,4.797856113,3.071759991,5.828337616,5.202042079,4.968588113,6.22488542,6.368119312,5.520201403,7.138314759,7.411449126,7.4427189,7.505024368,7.90744782,6.233350715,6.888101101,7.491803166,0,89.924,9,42,8,1050,115.9,7.85,,,,,,,,
A0A1B0GRU0,,,Vesicular glutamate transporter 1 OS=Mus musculus OX=10090 GN=Slc17a7 PE=1 SV=1,13,104685442.6,149209243.1,85153620.41,96368664.83,93230408,66205961.59,145105926.6,118738994.9,159835838.9,195113532.1,198348235.4,148116748.6,159322559.8,191747240.5,162236322.7,123232750.3,130764471.5,127266362.3,113165122,106153303.8,110760653.2,92162681.87,149012110.9,118483164.6,135551501.8,139842898.1,153839464.7,154974980.3,166740746.3,144078264.5,152816746.7,131201332.1,6.148374212,5.983897698,5.320875843,4.991189337,5.207820869,4.333368614,7.006354322,5.570923243,6.373454109,6.575229942,7.233330177,7.286720633,7.839931542,6.774371323,7.185243313,6.168914824,0,89.853,9,141,7,585,64.3,7.09,transport,other membranes,transporter activity,,ENSMUSG00000070570,Slc17a7,,
B9EKR1,,,Receptor-type tyrosine-protein phosphatase zeta OS=Mus musculus OX=10090 GN=Ptprz1 PE=1 SV=1,6,16022752.81,16756799.75,16702800.05,13451475.66,11373048.97,16569126.13,20971970.5,22405620.84,14468458.08,14832345.66,18531875.48,20849132.31,12140350.06,13066966,13654312.53,11842481.47,15245797.33,17525411.7,15431329.77,17629330.25,11911233.46,14094615.82,20984239.01,17073778.49,14953595.61,15809410.99,15758860.92,19396454.5,12303501.37,12822101.95,15182184.1,13570154.42,6.105841336,7.018811867,6.180145856,7.060430558,4.770370485,5.64480073,8.404049405,6.837935741,5.988816472,6.331564891,6.311319923,7.768152174,4.927471197,5.135167314,6.080364657,5.434757394,0,89.752,10,75,10,2312,254.2,4.88,cell organization and biogenesis;protein metabolism;other metabolic processes;developmental processes;other biological processes,non-structural extracellular;extracellular matrix;plasma membrane;other membranes;other cell component,signal transduction activity or receptor binding;other molecular function,19283,ENSMUSG00000068748,Ptprz1,Other interleukin signaling,Spinal Cord Injury
Q9QZ06,,,Toll-interacting protein OS=Mus musculus OX=10090 GN=Tollip PE=1 SV=1,28,4374346.094,2634465.016,3121364.438,3123641.516,2069040.5,5177795.469,4941358.563,3662904.688,12036806.22,10025989.69,11372737.5,13319008.22,11378315.58,12610128.31,11214035.19,7992999.172,6281582.918,3952564.041,8196108.952,4597824.908,4547101.794,5628506.42,7083986.217,5054781.317,7111565.868,7729436.644,8591482.263,7311809.383,8589437.265,8269867.39,8676810.522,8579760.179,5.700030155,3.58663326,7.437308205,4.172155484,4.126128347,5.107415876,6.428146468,4.586806591,6.453172779,7.013840703,7.796077615,6.634877627,7.794221945,7.504238042,7.873506132,7.785440769,0,89.701,6,62,6,274,30.3,5.17,protein metabolism;other metabolic processes;stress response;signal transduction;other biological processes,nucleus;other cell component,signal transduction activity or receptor binding;other molecular function,54473,ENSMUSG00000025139,Tollip,Neutrophil degranulation; Interleukin-1 signaling,IL-1 Signaling Pathway
P54285,,,Voltage-dependent L-type calcium channel subunit beta-3 OS=Mus musculus OX=10090 GN=Cacnb3 PE=1 SV=2,30,2341980.709,6809331.031,6522129.203,6443853.781,5454934.094,4264136.125,6497240.484,5529585.291,3357227,4674655.281,6161948.438,3432122.906,4550800.547,5357893.406,3433951.047,4221190.859,3999396.19,5463728.382,5020168.622,5648660.586,4771104.844,4537763.342,4358111.225,5475203.202,4465138.21,4985878.282,3879033.707,3831858.19,4281881.599,4723288.645,3542105.95,5215259.42,5.390124945,7.363656222,6.765855351,7.612895767,6.430183459,6.115701026,5.873577637,7.379121235,6.017821616,6.719641071,5.227908251,5.164328171,5.770840326,6.36573991,4.773819028,7.028785985,0,89.613,12,90,7,484,54.5,6.27,cell-cell signaling;cell organization and biogenesis;transport;signal transduction;other biological processes,plasma membrane;other membranes;other cell component,transporter activity;other molecular function,12297,ENSMUSG00000003352,Cacnb3,Regulation of insulin secretion; Presynaptic depolarization and calcium channel opening,Myometrial Relaxation and Contraction Pathways; Calcium Regulation in the Cardiac Cell
Q9DBS2,,,Tumor protein p63-regulated gene 1-like protein OS=Mus musculus OX=10090 GN=Tprg1l PE=1 SV=1,48,6770854.016,6382734.375,7330191.145,6719645.938,5048497.43,9618046.27,5271942.969,8051156.906,17010508.34,13844073.54,15905616.56,15837223.91,10215112.84,12587737.38,13117092.3,8887853.242,9238200.976,6640282.886,7200379.452,7459709.928,7825161.435,8532407.114,7449874.801,8001730.968,10808277.65,11824403.95,11181473.24,11573666.57,9937299.706,8340907.557,11538266.54,7982337.017,6.347779122,4.562690201,4.947545358,5.125737258,5.376847344,5.862812022,5.118979317,5.498172308,7.426614706,8.124818322,7.683045927,7.952530935,6.828145844,5.731228297,7.92820676,5.48484628,0,89.611,7,77,7,266,29.8,7.37,other biological processes,other membranes;ER/Golgi;other cell component,other molecular function,67808,ENSMUSG00000029030,Tprg1l,,
P99026,,,Proteasome subunit beta type-4 OS=Mus musculus OX=10090 GN=Psmb4 PE=1 SV=1,38,6425725.938,5959002.344,5253010.109,5349767.469,4773117.086,7752563.719,6815289.688,7119817.813,12501924.02,11657131.99,12863187.41,14865005.53,12944776.94,14631548.2,12741707.3,10121319.89,7528623.001,7552944.087,9157577.534,6969034.122,8598924.715,8544666.022,7454169.234,6956876.598,8784391.729,9859964.72,9814221.195,11200553.26,11083751.39,11252925.14,9307279.71,9866247.815,5.230675,5.247572605,6.362426683,4.841888424,5.974290455,5.936593045,5.178946621,4.833441719,6.103147707,6.850425496,6.818644185,7.78182862,7.700677969,7.818215124,6.466435534,6.854790814,0,89.547,6,80,6,264,29.1,5.64,protein metabolism;other metabolic processes;other biological processes,cytosol;cytoskeleton;nucleus;other cell component,other molecular function,19172,ENSMUSG00000005779,Psmb4,ABC-family proteins mediated transport; Downstream TCR signaling; FCERI mediated NF-kB activation; Neddylation; Asymmetric localization of PCP proteins; Degradation of AXIN; Hedgehog 'on' state; Ub-specific processing proteases; Regulation of RUNX3 expression and activity; Antigen processing: Ubiquitination & Proteasome degradation; Autodegradation of Cdh1 by Cdh1:APC/C; APC/C:Cdc20 mediated degradation of Securin; APC/C:Cdh1 mediated degradation of Cdc20 and other APC/C:Cdh1 targeted proteins in late mitosis/early G1; Cdc20:Phospho-APC/C mediated degradation of Cyclin A; Separation of Sister Chromatids; CDK-mediated phosphorylation and removal of Cdc6; The role of GTSE1 in G2/M progression after G2 checkpoint; MAPK6/MAPK4 signaling; UCH proteinases; Regulation of PTEN stability and activity; Regulation of RAS by GAPs; FBXL7 down-regulates AURKA during mitotic entry and in early mitosis; Regulation of ornithine decarboxylase (ODC); Activation of NF-kappaB in B cells; Oxygen-dependent proline hydroxylation of Hypoxia-inducible Factor Alpha; Cross-presentation of soluble exogenous antigens (endosomes); SCF(Skp2)-mediated degradation of p27/p21; Degradation of beta-catenin by the destruction complex; Autodegradation of the E3 ubiquitin ligase COP1; AUF1 (hnRNP D0) binds and destabilizes mRNA; Degradation of DVL; Hedgehog ligand biogenesis; Dectin-1 mediated noncanonical NF-kB signaling; Degradation of GLI1 by the proteasome; GLI3 is processed to GLI3R by the proteasome; NIK-->noncanonical NF-kB signaling; CDT1 association with the CDC6:ORC:origin complex; Orc1 removal from chromatin; G2/M Checkpoints; Ubiquitin Mediated Degradation of Phosphorylated Cdc25A; Ubiquitin-dependent degradation of Cyclin D; ROS sensing by NFE2L2; RUNX1 regulates transcription of genes involved in differentiation of HSCs; Regulation of RUNX2 expression and activity; Interleukin-1 signaling,Proteasome Degradation
